brand,name,location,view_direction,panorama_id,x,y,z,vr_link
apm,APM Monaco透明塑料水瓶,中央圆桌,b,1333519,-13.293,-2.427,-0.048,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-13.293&diry=-2.427&dirz=-0.048
apm,APM Monaco蓝白色绢花,中央圆桌,b,1333519,-13.331,-2.147,0.059,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-13.331&diry=-2.147&dirz=0.059
apm,APM Monaco黑色塑料首饰托盘,中央圆桌,b,1333519,-13.325,-2.217,-0.369,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-13.325&diry=-2.217&dirz=-0.369
apm,APM Monaco银色金属宝石项链,左展示柜人形模特,l,1333519,-10.821,-3.952,0.168,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-10.821&diry=-3.952&dirz=0.168
apm,APM Monaco银色金属戒指,左展示柜展台,l,1333519,-11.028,-3.996,0.075,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-11.028&diry=-3.996&dirz=0.075
apm,APM Monaco银色金属戒指,左展示柜展台,l,1333519,-10.844,-3.958,0.04,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-10.844&diry=-3.958&dirz=0.04
apm,APM Monaco银色金属手镯,左展示柜展台,l,1333519,-10.753,-3.933,0.037,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333519&dirx=-10.753&diry=-3.933&dirz=0.037
apm,APM MONACO银色金属镶钻项链,展示柜内人形模特（前视角）,f,1333520,-10.274,-2.282,0.254,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-10.274&diry=-2.282&dirz=0.254
apm,APM MONACO银色金属镶钻手链,展示柜内展台（前视角人形模特旁）,f,1333520,-10.248,-2.112,0.154,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-10.248&diry=-2.112&dirz=0.154
apm,APM MONACO银色金属镶钻戒指,展示柜内展台（前视角）,f,1333520,-10.246,-2.096,0.051,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-10.246&diry=-2.096&dirz=0.051
apm,APM MONACO银色金属镶钻耳钉,展示柜内展台（前视角）,f,1333520,-10.37,-2.614,-0.019,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-10.37&diry=-2.614&dirz=-0.019
apm,APM MONACO银色金属镶钻戒指（细款）,展示柜内展台（前视角）,f,1333520,-10.271,-2.267,-0.055,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-10.271&diry=-2.267&dirz=-0.055
apm,APM MONACO银色金属镶钻项链（后视角左侧展示柜）,展示柜内人形模特（后视角左侧）,b,1333520,-13.835,-0.691,0.622,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-13.835&diry=-0.691&dirz=0.622
apm,APM MONACO银色金属镶钻项链（后视角右侧展示柜）,展示柜内人形模特（后视角右侧）,b,1333520,-14.032,-1.012,0.622,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-14.032&diry=-1.012&dirz=0.622
apm,APM MONACO银色金属镶钻项链（后视角中间展示柜）,展示柜内人形模特（后视角中间）,b,1333520,-14.235,-1.924,0.622,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-14.235&diry=-1.924&dirz=0.622
apm,APM MONACO银色金属镶钻项链（后视角右侧第二个展示柜）,展示柜内人形模特（后视角右侧第二个）,b,1333520,-14.206,-2.236,0.622,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-14.206&diry=-2.236&dirz=0.622
apm,APM MONACO银色金属镶钻珠宝套装（后视角中央展台）,中央展台（后视角）,b,1333520,-14.173,-2.39,0.528,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-14.173&diry=-2.39&dirz=0.528
apm,APM MONACO银色金属镶钻珠宝套装（左视角展示柜）,展示柜内（左视角）,l,1333520,-12.657,-3.847,0.432,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-12.657&diry=-3.847&dirz=0.432
apm,APM MONACO银色金属镶钻项链（右视角展示柜人形模特）,展示柜内人形模特（右视角）,r,1333520,-13.158,-0.117,0.137,https://vr.aibee.cn/store/hmYDdSnqARaUL53I?pid=1333520&dirx=-13.158&diry=-0.117&dirz=0.137
ARMANI,阿玛尼红色唇釉,中央展台,b,1333430,-10.82,2.399,-0.497,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333430&dirx=-10.82&diry=2.399&dirz=-0.497
ARMANI,阿玛尼MY WAY系列香水,墙面层架,r,1333430,-9.728,4.166,1.009,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333430&dirx=-9.728&diry=4.166&dirz=1.009
ARMANI,Armani CREMA NERA the remodeling cream,墙面层架（SKIN CARE区域）,l,1333432,-7.654,0.031,-0.369,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-7.654&diry=0.031&dirz=-0.369
ARMANI,Armani 口红（红色）,中央旋转岛台,r,1333432,-7.517,3.518,-0.141,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-7.517&diry=3.518&dirz=-0.141
ARMANI,Armani MY WAY香水,墙面层架（MY WAY区域）,r,1333432,-5.408,3.336,1.0,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-5.408&diry=3.336&dirz=1.0
ARMANI,Armani 新品面霜（NEW标识）,独立展台（NEW标识区域）,r,1333432,-6.296,3.712,0.334,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-6.296&diry=3.712&dirz=0.334
ARMANI,Armani 眼影盘（蓝色）,墙面层架（DRESS CODE FOR FACE区域）,b,1333432,-8.608,1.658,0.253,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-8.608&diry=1.658&dirz=0.253
ARMANI,Armani 精华液（绿色液体）,墙面层架（SKIN CARE区域）,l,1333432,-5.498,0.073,-0.034,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333432&dirx=-5.498&diry=0.073&dirz=-0.034
ARMANI,Armani MY WAY香水,墙面层架,f,1333416,-3.118,-0.602,1.413,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-3.118&diry=-0.602&dirz=1.413
ARMANI,Armani红管口红,中央展台,f,1333416,-3.454,-2.569,-0.422,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-3.454&diry=-2.569&dirz=-0.422
ARMANI,Armani气垫粉底,中央展台,f,1333416,-3.227,-2.23,-0.402,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-3.227&diry=-2.23&dirz=-0.402
ARMANI,Armani粉底液小样,中央展台,f,1333416,-3.414,-2.52,-0.463,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-3.414&diry=-2.52&dirz=-0.463
ARMANI,Armani唇膏,墙面层架,b,1333416,-6.762,-0.358,0.243,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-6.762&diry=-0.358&dirz=0.243
ARMANI,Armani粉底液,墙面层架,b,1333416,-6.981,-1.059,-0.19,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-6.981&diry=-1.059&dirz=-0.19
ARMANI,Armani唇釉,墙面层架,r,1333416,-5.716,0.571,-0.117,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-5.716&diry=0.571&dirz=-0.117
ARMANI,Armani口红,墙面层架,r,1333416,-6.106,0.369,-0.442,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333416&dirx=-6.106&diry=0.369&dirz=-0.442
ARMANI,阿玛尼多色玻璃香水,中央展台,f,1333417,-4.678,-2.081,-0.345,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333417&dirx=-4.678&diry=-2.081&dirz=-0.345
ARMANI,阿玛尼多色塑料口红,中央展示架,b,1333417,-8.445,-1.978,-0.013,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333417&dirx=-8.445&diry=-1.978&dirz=-0.013
ARMANI,阿玛尼多色塑料口红,中央小展台,l,1333417,-6.355,-3.351,0.124,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333417&dirx=-6.355&diry=-3.351&dirz=0.124
ARMANI,阿玛尼红色塑料口红,旋转岛台,r,1333417,-5.865,0.522,0.24,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333417&dirx=-5.865&diry=0.522&dirz=0.24
ARMANI,阿玛尼黑色塑料气垫,中央展台,r,1333417,-6.261,0.62,0.322,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333417&dirx=-6.261&diry=0.62&dirz=0.322
ARMANI,Giorgio Armani红色塑料唇釉,墙面层架,f,1333419,-6.966,-3.306,-0.578,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333419&dirx=-6.966&diry=-3.306&dirz=-0.578
ARMANI,Giorgio Armani黑色+红色塑料唇膏,墙面层架,f,1333419,-6.635,-2.686,-0.411,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333419&dirx=-6.635&diry=-2.686&dirz=-0.411
ARMANI,Giorgio Armani黑色塑料洁面乳,墙面层架,f,1333419,-6.762,-2.989,-0.472,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333419&dirx=-6.762&diry=-2.989&dirz=-0.472
ARMANI,Giorgio Armani红色玻璃香水,墙面层架,r,1333419,-9.674,-0.422,0.869,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333419&dirx=-9.674&diry=-0.422&dirz=0.869
ARMANI,Giorgio Armani黑色玻璃面霜,独立展台,b,1333419,-10.535,-2.146,0.789,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333419&dirx=-10.535&diry=-2.146&dirz=0.789
ARMANI,ARMANI PRIVE香水,墙面层架+中央展台,f,1333421,-8.853,-1.948,-0.052,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333421&dirx=-8.853&diry=-1.948&dirz=-0.052
ARMANI,ARMANI口红,中央展台,b,1333421,-12.817,-1.808,-0.196,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333421&dirx=-12.817&diry=-1.808&dirz=-0.196
ARMANI,ARMANI彩妆（口红、眼影）,墙面层架+展台,l,1333421,-11.247,-3.575,-0.141,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333421&dirx=-11.247&diry=-3.575&dirz=-0.141
ARMANI,ARMANI Si Passione香水,墙面层架,r,1333421,-11.72,0.17,0.903,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333421&dirx=-11.72&diry=0.17&dirz=0.903
ARMANI,ARMANI护肤品,中央展台,r,1333421,-11.734,0.163,-0.271,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333421&dirx=-11.734&diry=0.163&dirz=-0.271
ARMANI,ARMANI PRIVE高定私藏香水,墙面层架及中央展台,f,1333423,-10.046,-2.345,-0.095,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333423&dirx=-10.046&diry=-2.345&dirz=-0.095
ARMANI,阿玛尼口红,左侧弧形墙面层架,l,1333423,-13.179,-3.322,0.18,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333423&dirx=-13.179&diry=-3.322&dirz=0.18
ARMANI,阿玛尼Si Passione女士香水,后方左侧墙面层架,b,1333423,-13.756,-0.876,0.487,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333423&dirx=-13.756&diry=-0.876&dirz=0.487
ARMANI,阿玛尼护肤精华,右侧黑色墙面层架,r,1333423,-12.45,0.196,0.455,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333423&dirx=-12.45&diry=0.196&dirz=0.455
ARMANI,阿玛尼Si passione女士香水,墙面层架（右侧）,f,1333425,-8.503,1.017,1.083,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-8.503&diry=1.017&dirz=1.083
ARMANI,阿玛尼Crema Nera系列护肤品,中央展台,f,1333425,-8.51,-0.813,-0.639,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-8.51&diry=-0.813&dirz=-0.639
ARMANI,阿玛尼口红（多色）,墙面层架（右侧）,b,1333425,-12.022,-0.882,0.432,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-12.022&diry=-0.882&dirz=0.432
ARMANI,化妆镜（带灯）,中央展台,b,1333425,-12.25,-0.266,0.32,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-12.25&diry=-0.266&dirz=0.32
ARMANI,阿玛尼Le Eaux系列香水,墙面层架（中央）,l,1333425,-10.364,-1.89,1.067,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-10.364&diry=-1.89&dirz=1.067
ARMANI,阿玛尼Prive系列香水/护肤品,墙面层架（中央）,l,1333425,-10.364,-1.89,0.511,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333425&dirx=-10.364&diry=-1.89&dirz=0.511
ARMANI,阿玛尼Si Passione女士香水（浓情版）,墙面层架,f,1333426,-8.53,2.315,0.119,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-8.53&diry=2.315&dirz=0.119
ARMANI,阿玛尼红管口红,中央旋转岛台,b,1333426,-12.499,1.845,-0.071,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-12.499&diry=1.845&dirz=-0.071
ARMANI,阿玛尼蓝标粉底液,墙面层架,r,1333426,-11.314,3.832,0.268,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-11.314&diry=3.832&dirz=0.268
ARMANI,阿玛尼蓝盖粉饼,桌面展台,r,1333426,-10.038,3.947,-0.179,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-10.038&diry=3.947&dirz=-0.179
ARMANI,阿玛尼黑管眼影,中央展台,l,1333426,-10.521,0.002,-0.036,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-10.521&diry=0.002&dirz=-0.036
ARMANI,阿玛尼MY WAY香水,墙面层架,b,1333426,-12.412,1.399,0.316,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-12.412&diry=1.399&dirz=0.316
ARMANI,阿玛尼化妆刷,桌面展台,r,1333426,-10.803,3.98,0.136,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333426&dirx=-10.803&diry=3.98&dirz=0.136
ARMANI,Giorgio Armani FRAGRANCE DRESS CODE系列香水,墙面层架,b,1333428,-13.99,2.152,-0.329,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333428&dirx=-13.99&diry=2.152&dirz=-0.329
ARMANI,新升级[黑钥匙]面霜,墙面屏幕广告,f,1333428,-10.327,3.263,0.171,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333428&dirx=-10.327&diry=3.263&dirz=0.171
ARMANI,某品牌绿色瓶护肤品,中央展台,f,1333428,-10.23,1.202,0.001,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333428&dirx=-10.23&diry=1.202&dirz=0.001
ARMANI,某品牌化妆品（口红）,中央展台,l,1333428,-12.334,0.182,0.001,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333428&dirx=-12.334&diry=0.182&dirz=0.001
ARMANI,某品牌橙色香水瓶香水,墙面层架,r,1333428,-12.884,3.941,-0.349,https://vr.aibee.cn/store/3JDW9p6znrMepLeW?pid=1333428&dirx=-12.884&diry=3.941&dirz=-0.349
BALLY,未知品牌黑色鳄鱼纹皮革手提包,左侧长凳,f,1339711,1.638,-12.2,-0.017,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.638&diry=-12.2&dirz=-0.017
BALLY,未知品牌黑色织物外套,人形模特,l,1339711,0.345,-13.387,-0.056,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=0.345&diry=-13.387&dirz=-0.056
BALLY,未知品牌白色织物运动鞋,圆形展台,f,1339711,1.419,-10.329,0.289,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.419&diry=-10.329&dirz=0.289
BALLY,未知品牌米色皮革手提包,圆形展台,f,1339711,1.365,-10.254,0.37,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.365&diry=-10.254&dirz=0.37
BALLY,未知品牌黑色皮革手提包,圆形展台,f,1339711,1.253,-10.12,0.31,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.253&diry=-10.12&dirz=0.31
BALLY,未知品牌白色皮革运动鞋,圆形展台,f,1339711,1.315,-10.191,0.23,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.315&diry=-10.191&dirz=0.23
BALLY,未知品牌黑色皮革手提包,左侧木质展台,f,1339711,1.467,-12.539,0.409,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339711&dirx=1.467&diry=-12.539&dirz=0.409
BALLY,Bally黑色皮革手提包,中央展台,f,1339716,1.048,-10.743,0.288,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=1.048&diry=-10.743&dirz=0.288
BALLY,Bally黑色合成革运动鞋,中央展台,f,1339716,1.146,-10.511,0.353,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=1.146&diry=-10.511&dirz=0.353
BALLY,Bally棕色织物配皮革条纹背包,墙面层架,f,1339716,1.192,-9.336,0.954,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=1.192&diry=-9.336&dirz=0.954
BALLY,Bally黑色皮革背包,墙面层架,f,1339716,0.989,-8.844,1.051,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=0.989&diry=-8.844&dirz=1.051
BALLY,Bally黑色皮革皮夹克,人形模特,l,1339716,-0.788,-11.848,-0.014,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=-0.788&diry=-11.848&dirz=-0.014
BALLY,Bally黑色皮革条纹背包,墙面层架,l,1339716,-0.382,-11.816,0.827,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=-0.382&diry=-11.816&dirz=0.827
BALLY,Bally白色合成革运动鞋,中央圆形展台,r,1339716,0.096,-8.033,0.353,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339716&dirx=0.096&diry=-8.033&dirz=0.353
BALLY,黑色皮革外套,人形模特,f,1339718,1.847,-9.474,0.314,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=1.847&diry=-9.474&dirz=0.314
BALLY,黑色皮革皮鞋,中央展台,f,1339718,2.108,-7.112,0.133,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=2.108&diry=-7.112&dirz=0.133
BALLY,白色皮革运动鞋,中央展台,f,1339718,2.05,-7.018,0.183,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=2.05&diry=-7.018&dirz=0.183
BALLY,黑色皮革手提包（中央展台）,中央展台,f,1339718,2.303,-7.574,0.166,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=2.303&diry=-7.574&dirz=0.166
BALLY,黑色皮革皮鞋（小展台l）,小展台,l,1339718,-0.558,-9.884,-0.24,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=-0.558&diry=-9.884&dirz=-0.24
BALLY,黑色皮革皮鞋（小展台l）,小展台,l,1339718,0.206,-10.109,-0.004,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339718&dirx=0.206&diry=-10.109&dirz=-0.004
BALLY,黑色皮革运动鞋,中央展台,f,1339720,-1.434,-7.082,-0.395,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.434&diry=-7.082&dirz=-0.395
BALLY,黑白条纹休闲鞋,中央展台,f,1339720,-1.348,-6.951,-0.183,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.348&diry=-6.951&dirz=-0.183
BALLY,棕色休闲运动鞋,中央展台,f,1339720,-1.381,-4.834,-0.605,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.381&diry=-4.834&dirz=-0.605
BALLY,黑色皮革手提包,黑色长凳（沙发前）,f,1339720,-1.097,-5.544,0.25,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.097&diry=-5.544&dirz=0.25
BALLY,黑色皮革背包（带红白条纹）,墙面层架,b,1339720,-4.572,-4.608,1.062,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-4.572&diry=-4.608&dirz=1.062
BALLY,白色皮革运动鞋,木质层架,l,1339720,-3.753,-7.796,0.869,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-3.753&diry=-7.796&dirz=0.869
BALLY,黑白条纹休闲鞋,木质层架,l,1339720,-3.783,-7.784,0.134,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-3.783&diry=-7.784&dirz=0.134
BALLY,黑色皮革夹克,人形模特,r,1339720,-1.848,-4.329,0.554,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.848&diry=-4.329&dirz=0.554
BALLY,深蓝色休闲裤,人形模特,r,1339720,-1.835,-4.339,0.049,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339720&dirx=-1.835&diry=-4.339&dirz=0.049
BALLY,未知品牌深棕色织物运动鞋,中央展台,f,1339721,0.185,-8.571,-0.315,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339721&dirx=0.185&diry=-8.571&dirz=-0.315
BALLY,未知品牌黑色皮革运动鞋（白边）,中央展台,f,1339721,0.493,-7.754,-0.091,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339721&dirx=0.493&diry=-7.754&dirz=-0.091
BALLY,未知品牌黑色皮革手提包,中央展台,f,1339721,0.425,-8.061,-0.672,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339721&dirx=0.425&diry=-8.061&dirz=-0.672
BALLY,未知品牌黑色皮革夹克,人形模特,b,1339721,-3.478,-7.661,0.267,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339721&dirx=-3.478&diry=-7.661&dirz=0.267
BALLY,黑色皮革商务皮鞋,中央展台,f,1339722,1.936,-6.93,-0.658,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=1.936&diry=-6.93&dirz=-0.658
BALLY,黑色织物休闲运动鞋,中央展台,f,1339722,1.984,-6.849,-0.305,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=1.984&diry=-6.849&dirz=-0.305
BALLY,棕色皮革休闲鞋,中央展台,f,1339722,2.141,-6.49,-0.029,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=2.141&diry=-6.49&dirz=-0.029
BALLY,灰色织物运动鞋,中央展台,f,1339722,2.183,-6.339,-0.247,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=2.183&diry=-6.339&dirz=-0.247
BALLY,黑色皮革手提包,中央岛台,b,1339722,-1.686,-5.329,1.086,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-1.686&diry=-5.329&dirz=1.086
BALLY,棕色皮革手提包,中央岛台,b,1339722,-1.761,-5.841,1.186,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-1.761&diry=-5.841&dirz=1.186
BALLY,灰色皮革手提包,中央岛台,b,1339722,-1.761,-5.825,0.006,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-1.761&diry=-5.825&dirz=0.006
BALLY,黑色皮革夹克,人形模特,l,1339722,0.317,-7.871,0.624,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=0.317&diry=-7.871&dirz=0.624
BALLY,黑色织物西裤,人形模特,l,1339722,0.317,-7.871,0.274,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=0.317&diry=-7.871&dirz=0.274
BALLY,黑色皮革手提包,沙发旁小桌,l,1339722,-0.439,-7.754,-0.029,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-0.439&diry=-7.754&dirz=-0.029
BALLY,黑色皮革长靴,入口旁木质底座,r,1339722,0.536,-3.894,0.482,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=0.536&diry=-3.894&dirz=0.482
BALLY,黑色皮革手提包,金属层架,r,1339722,-0.319,-3.951,0.609,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-0.319&diry=-3.951&dirz=0.609
BALLY,黑色织物背包,中央岛台上层,b,1339722,-1.677,-6.445,1.22,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339722&dirx=-1.677&diry=-6.445&dirz=1.22
BALLY,黑色皮革长靴（左）,木质立柱（左）,f,1339723,3.343,-5.528,0.318,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=3.343&diry=-5.528&dirz=0.318
BALLY,黑色皮革长靴（右）,木质立柱（右）,f,1339723,3.355,-5.434,0.318,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=3.355&diry=-5.434&dirz=0.318
BALLY,黑色皮革手提包（金属货架第一层左）,金属货架第一层,f,1339723,3.118,-4.267,1.016,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=3.118&diry=-4.267&dirz=1.016
BALLY,金色皮革手提包（金属货架第一层右）,金属货架第一层,f,1339723,3.001,-4.08,0.968,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=3.001&diry=-4.08&dirz=0.968
BALLY,灰色皮革手提包（墙面木质层架第一层左）,墙面木质层架第一层,b,1339723,-0.56,-4.688,1.231,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=-0.56&diry=-4.688&dirz=1.231
BALLY,黑色皮革背包（墙面木质层架第一层右）,墙面木质层架第一层,b,1339723,-0.625,-5.027,1.131,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=-0.625&diry=-5.027&dirz=1.131
BALLY,黑色皮革夹克（人形模特）,人形模特,b,1339723,-0.438,-6.096,0.494,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=-0.438&diry=-6.096&dirz=0.494
BALLY,黑色皮革背包（红条纹，中央展台）,中央展台,l,1339723,0.202,-6.858,0.12,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=0.202&diry=-6.858&dirz=0.12
BALLY,红色皮革背包（中央展台）,中央展台,l,1339723,0.293,-6.919,0.154,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=0.293&diry=-6.919&dirz=0.154
BALLY,红色皮革手提包（墙面层架第一层左）,墙面层架第一层,r,1339723,2.329,-3.478,0.904,https://vr.aibee.cn/store/93yqMh6CZEOmksbE?pid=1339723&dirx=2.329&diry=-3.478&dirz=0.904
